IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.148.174,2052,2052,false,SIN,Asia Pacific,Singapore,99,1.42
47.236.169.141,8880,8880,false,SIN,Asia Pacific,Singapore,102,1.42
47.236.166.184,2083,2083,true,SIN,Asia Pacific,Singapore,99,1.42
8.219.1.92,2096,2096,true,SIN,Asia Pacific,Singapore,92,1.42
47.236.169.15,8880,8880,false,SIN,Asia Pacific,Singapore,95,1.41
8.222.131.102,8443,8443,true,SIN,Asia Pacific,Singapore,97,1.41
47.236.4.129,2083,2083,true,SIN,Asia Pacific,Singapore,98,1.41
8.219.173.233,8880,8880,false,SIN,Asia Pacific,Singapore,94,1.41
47.236.144.208,2083,2083,true,SIN,Asia Pacific,Singapore,95,1.40
8.222.168.24,2095,2095,false,SIN,Asia Pacific,Singapore,87,1.40
8.219.206.180,2083,2083,true,SIN,Asia Pacific,Singapore,97,1.40
138.2.104.2,8080,8080,false,SIN,Asia Pacific,Singapore,92,1.39
8.222.168.155,2053,2053,true,SIN,Asia Pacific,Singapore,102,1.39
8.222.238.141,2095,2095,false,SIN,Asia Pacific,Singapore,127,1.38
8.222.159.252,2086,2086,false,SIN,Asia Pacific,Singapore,88,1.37
8.222.182.10,2096,2096,true,SIN,Asia Pacific,Singapore,94,1.37
8.222.154.227,2083,2083,true,SIN,Asia Pacific,Singapore,132,1.37
8.219.103.57,2053,2053,true,SIN,Asia Pacific,Singapore,103,1.37
8.222.168.24,8443,8443,true,SIN,Asia Pacific,Singapore,91,1.36
8.222.248.188,2083,2083,true,SIN,Asia Pacific,Singapore,97,1.36
8.222.221.197,8443,8443,true,SIN,Asia Pacific,Singapore,98,1.35
47.236.171.205,2087,2087,true,SIN,Asia Pacific,Singapore,102,1.35
8.219.206.180,8880,8880,false,SIN,Asia Pacific,Singapore,99,1.35
8.219.213.133,8080,8080,false,SIN,Asia Pacific,Singapore,93,1.34
47.236.130.95,8880,8880,false,SIN,Asia Pacific,Singapore,90,1.34
8.219.63.66,8443,8443,true,SIN,Asia Pacific,Singapore,99,1.34
8.219.58.64,2083,2083,true,SIN,Asia Pacific,Singapore,98,1.34
8.222.144.50,2086,2086,false,SIN,Asia Pacific,Singapore,98,1.34
8.219.153.44,2087,2087,true,SIN,Asia Pacific,Singapore,93,1.33
8.219.77.91,2082,2082,false,SIN,Asia Pacific,Singapore,89,1.32
47.236.7.206,2096,2096,true,SIN,Asia Pacific,Singapore,93,1.32
8.222.129.245,8880,8880,false,SIN,Asia Pacific,Singapore,96,1.31
47.236.114.167,8443,8443,true,SIN,Asia Pacific,Singapore,100,1.31
47.236.147.146,8443,8443,true,SIN,Asia Pacific,Singapore,138,1.31
8.219.175.127,2053,2053,true,SIN,Asia Pacific,Singapore,93,1.31
8.219.161.129,2052,2052,false,SIN,Asia Pacific,Singapore,117,1.31
8.219.98.13,8443,8443,true,SIN,Asia Pacific,Singapore,104,1.30
8.219.83.201,2095,2095,false,SIN,Asia Pacific,Singapore,100,1.30
47.236.150.13,8880,8880,false,SIN,Asia Pacific,Singapore,97,1.29
47.236.169.141,2086,2086,false,SIN,Asia Pacific,Singapore,105,1.29
8.222.215.228,8443,8443,true,SIN,Asia Pacific,Singapore,95,1.28
8.219.100.168,8443,8443,true,SIN,Asia Pacific,Singapore,96,1.28
47.236.166.131,2083,2083,true,SIN,Asia Pacific,Singapore,95,1.27
47.236.166.184,8880,8880,false,SIN,Asia Pacific,Singapore,101,1.27
8.219.174.213,2086,2086,false,SIN,Asia Pacific,Singapore,94,1.26
8.219.77.222,2082,2082,false,SIN,Asia Pacific,Singapore,91,1.26
8.222.168.24,8080,8080,false,SIN,Asia Pacific,Singapore,94,1.25
8.222.137.178,2083,2083,true,SIN,Asia Pacific,Singapore,95,1.25
8.222.137.166,8443,8443,true,SIN,Asia Pacific,Singapore,101,1.25
8.222.154.50,2053,2053,true,SIN,Asia Pacific,Singapore,99,1.24
47.236.121.7,2083,2083,true,SIN,Asia Pacific,Singapore,96,1.23
8.219.228.157,2082,2082,false,SIN,Asia Pacific,Singapore,104,1.23
8.219.3.53,8880,8880,false,SIN,Asia Pacific,Singapore,88,1.21
47.236.125.62,8080,8080,false,HKG,Asia Pacific,Hong Kong,171,1.21
47.236.99.131,2087,2087,true,SIN,Asia Pacific,Singapore,98,1.21
8.219.173.233,8443,8443,true,SIN,Asia Pacific,Singapore,95,1.20
8.222.146.222,2083,2083,true,SIN,Asia Pacific,Singapore,95,1.20
47.236.99.131,8443,8443,true,SIN,Asia Pacific,Singapore,150,1.19
8.222.137.192,2053,2053,true,SIN,Asia Pacific,Singapore,139,1.18
8.222.159.252,2096,2096,true,SIN,Asia Pacific,Singapore,91,1.17
47.236.170.54,2086,2086,false,SIN,Asia Pacific,Singapore,93,1.16
8.219.161.129,2096,2096,true,SIN,Asia Pacific,Singapore,102,1.14
47.236.173.200,8880,8880,false,SIN,Asia Pacific,Singapore,93,1.13
8.219.139.13,2053,2053,true,SIN,Asia Pacific,Singapore,102,1.12
8.219.100.168,2087,2087,true,SIN,Asia Pacific,Singapore,95,1.12
8.222.169.182,2082,2082,false,SIN,Asia Pacific,Singapore,101,1.11
47.236.169.141,2083,2083,true,SIN,Asia Pacific,Singapore,106,1.11
47.236.15.73,2095,2095,false,SIN,Asia Pacific,Singapore,94,1.09
47.236.65.177,2053,2053,true,SIN,Asia Pacific,Singapore,96,1.08
8.219.145.245,2053,2053,true,SIN,Asia Pacific,Singapore,101,1.07
47.236.167.231,2053,2053,true,SIN,Asia Pacific,Singapore,111,1.07
8.222.167.147,8443,8443,true,SIN,Asia Pacific,Singapore,100,1.07
8.219.253.114,8880,8880,false,SIN,Asia Pacific,Singapore,97,1.05
8.222.184.198,2082,2082,false,SIN,Asia Pacific,Singapore,96,1.03
8.222.255.15,2083,2083,true,SIN,Asia Pacific,Singapore,91,1.02
47.236.83.239,2053,2053,true,SIN,Asia Pacific,Singapore,102,1.01
8.222.147.203,2082,2082,false,SIN,Asia Pacific,Singapore,99,0.99
47.236.71.226,2095,2095,false,SIN,Asia Pacific,Singapore,90,0.98
8.219.153.44,2053,2053,true,SIN,Asia Pacific,Singapore,95,0.98
150.230.205.56,2086,2086,false,HKG,Asia Pacific,Hong Kong,157,0.97
8.219.147.58,2053,2053,true,SIN,Asia Pacific,Singapore,121,0.96
138.2.104.2,2052,2052,false,SIN,Asia Pacific,Singapore,92,0.96
8.222.184.198,2086,2086,false,SIN,Asia Pacific,Singapore,93,0.96
47.236.114.23,8880,8880,false,SIN,Asia Pacific,Singapore,115,0.95
8.222.138.164,8880,8880,false,SIN,Asia Pacific,Singapore,95,0.94
47.236.88.181,2096,2096,true,SIN,Asia Pacific,Singapore,95,0.94
47.236.119.253,2096,2096,true,SIN,Asia Pacific,Singapore,99,0.94
47.236.23.135,2086,2086,false,SIN,Asia Pacific,Singapore,98,0.91
8.219.63.66,2053,2053,true,SIN,Asia Pacific,Singapore,94,0.89
8.222.136.247,2087,2087,true,SIN,Asia Pacific,Singapore,99,0.89
8.222.147.203,8080,8080,false,SIN,Asia Pacific,Singapore,96,0.89
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,92,0.87
8.219.161.129,8443,8443,true,SIN,Asia Pacific,Singapore,92,0.87
150.230.205.56,8080,8080,false,HKG,Asia Pacific,Hong Kong,155,0.87
132.145.120.182,2087,2087,true,HKG,Asia Pacific,Hong Kong,135,0.86
8.219.228.157,2053,2053,true,SIN,Asia Pacific,Singapore,122,0.85
8.219.228.157,2083,2083,true,SIN,Asia Pacific,Singapore,100,0.85
47.236.116.182,2052,2052,false,SIN,Asia Pacific,Singapore,95,0.85
47.236.176.144,2086,2086,false,SIN,Asia Pacific,Singapore,95,0.84
47.236.125.62,2087,2087,true,SIN,Asia Pacific,Singapore,161,0.82
168.138.197.222,8880,8880,false,HKG,Asia Pacific,Hong Kong,166,0.82
8.222.193.65,8443,8443,true,SIN,Asia Pacific,Singapore,94,0.81
8.222.175.78,2096,2096,true,SIN,Asia Pacific,Singapore,92,0.81
8.222.144.219,8443,8443,true,SIN,Asia Pacific,Singapore,110,0.80
8.222.164.44,2083,2083,true,SIN,Asia Pacific,Singapore,89,0.79
47.236.93.176,2086,2086,false,SIN,Asia Pacific,Singapore,110,0.78
47.74.45.143,2086,2086,false,HKG,Asia Pacific,Hong Kong,175,0.78
8.222.146.222,2082,2082,false,SIN,Asia Pacific,Singapore,97,0.78
8.219.185.191,8443,8443,true,SIN,Asia Pacific,Singapore,112,0.78
8.222.137.166,2086,2086,false,SIN,Asia Pacific,Singapore,96,0.77
8.222.133.247,2053,2053,true,SIN,Asia Pacific,Singapore,151,0.77
47.236.23.135,2096,2096,true,SIN,Asia Pacific,Singapore,149,0.76
8.219.83.201,8880,8880,false,SIN,Asia Pacific,Singapore,93,0.75
47.236.164.215,2082,2082,false,SIN,Asia Pacific,Singapore,102,0.74
8.219.70.117,8443,8443,true,SIN,Asia Pacific,Singapore,95,0.73
47.236.123.133,2086,2086,false,SIN,Asia Pacific,Singapore,102,0.72
8.219.110.88,2053,2053,true,SIN,Asia Pacific,Singapore,104,0.72
47.236.82.218,8443,8443,true,SIN,Asia Pacific,Singapore,98,0.72
47.236.4.129,2082,2082,false,SIN,Asia Pacific,Singapore,96,0.69
8.219.40.37,2086,2086,false,SIN,Asia Pacific,Singapore,102,0.69
8.222.137.178,2095,2095,false,SIN,Asia Pacific,Singapore,92,0.68
8.222.162.45,2087,2087,true,SIN,Asia Pacific,Singapore,104,0.67
8.219.3.53,2052,2052,false,SIN,Asia Pacific,Singapore,99,0.67
8.222.137.192,2082,2082,false,SIN,Asia Pacific,Singapore,99,0.64
8.219.249.38,2082,2082,false,SIN,Asia Pacific,Singapore,94,0.62
8.219.58.64,2052,2052,false,SIN,Asia Pacific,Singapore,149,0.61
8.222.150.197,8443,8443,true,SIN,Asia Pacific,Singapore,97,0.60
47.236.169.164,2087,2087,true,SIN,Asia Pacific,Singapore,93,0.59
47.236.7.246,2082,2082,false,SIN,Asia Pacific,Singapore,95,0.59
8.219.142.191,8080,8080,false,SIN,Asia Pacific,Singapore,151,0.58
141.147.160.86,2087,2087,true,SIN,Asia Pacific,Singapore,168,0.56
47.236.93.176,8080,8080,false,SIN,Asia Pacific,Singapore,152,0.54
47.236.99.131,2083,2083,true,SIN,Asia Pacific,Singapore,94,0.53
132.145.114.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,198,0.51
47.236.164.215,2095,2095,false,SIN,Asia Pacific,Singapore,143,0.51
138.2.104.2,2086,2086,false,SIN,Asia Pacific,Singapore,255,0.51
8.222.138.164,2083,2083,true,SIN,Asia Pacific,Singapore,92,0.50
8.219.1.92,2083,2083,true,SIN,Asia Pacific,Singapore,92,0.49
8.222.175.78,8080,8080,false,SIN,Asia Pacific,Singapore,90,0.48
132.145.123.143,2052,2052,false,HKG,Asia Pacific,Hong Kong,179,0.47
158.101.131.218,8880,8880,false,NRT,Asia Pacific,Tokyo,80,0.45
47.236.144.208,2053,2053,true,SIN,Asia Pacific,Singapore,99,0.42
213.35.98.197,2082,2082,false,SIN,Asia Pacific,Singapore,99,0.41
8.222.219.34,2086,2086,false,SIN,Asia Pacific,Singapore,95,0.40
8.222.145.164,2086,2086,false,SIN,Asia Pacific,Singapore,105,0.39
158.179.190.253,2052,2052,false,NRT,Asia Pacific,Tokyo,173,0.33
131.186.63.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,154,0.29
213.35.98.197,2083,2083,true,SIN,Asia Pacific,Singapore,103,0.22
150.230.109.138,2095,2095,false,HKG,Asia Pacific,Hong Kong,205,0.19
140.238.58.42,2086,2086,false,HKG,Asia Pacific,Hong Kong,184,0.17
43.134.165.18,8880,8880,false,SIN,Asia Pacific,Singapore,93,0.13
47.236.149.107,2083,2083,true,SIN,Asia Pacific,Singapore,103,0.00
8.222.164.44,2096,2096,true,SIN,Asia Pacific,Singapore,93,0.00
8.222.175.78,80,80,false,HKG,Asia Pacific,Hong Kong,1,0.00
43.156.125.250,443,443,true,HKG,Asia Pacific,Hong Kong,1,0.00
8.222.154.227,2052,2052,false,SIN,Asia Pacific,Singapore,98,0.00
8.222.164.44,8880,8880,false,SIN,Asia Pacific,Singapore,98,0.00
8.222.160.176,2082,2082,false,SIN,Asia Pacific,Singapore,97,0.00
8.222.219.252,8443,8443,true,SIN,Asia Pacific,Singapore,96,0.00
8.219.174.213,2053,2053,true,SIN,Asia Pacific,Singapore,91,0.00
8.219.213.133,8443,8443,true,SIN,Asia Pacific,Singapore,93,0.00
47.241.209.61,443,443,true,HKG,Asia Pacific,Hong Kong,5,0.00
8.222.248.188,2052,2052,false,SIN,Asia Pacific,Singapore,93,0.00
8.222.137.192,2086,2086,false,SIN,Asia Pacific,Singapore,101,0.00
47.236.173.200,2095,2095,false,SIN,Asia Pacific,Singapore,91,0.00
47.236.103.153,80,80,false,HKG,Asia Pacific,Hong Kong,0,0.00
8.222.147.203,2053,2053,true,SIN,Asia Pacific,Singapore,99,0.00
8.222.211.124,80,80,false,HKG,Asia Pacific,Hong Kong,0,0.00
8.222.154.50,8080,8080,false,SIN,Asia Pacific,Singapore,105,0.00
8.222.213.221,443,443,true,HKG,Asia Pacific,Hong Kong,2,0.00
47.236.119.253,8443,8443,true,SIN,Asia Pacific,Singapore,101,0.00
8.222.129.245,2095,2095,false,SIN,Asia Pacific,Singapore,93,0.00
47.236.174.206,8080,8080,false,SIN,Asia Pacific,Singapore,151,0.00
8.219.253.18,8880,8880,false,SIN,Asia Pacific,Singapore,98,0.00
8.219.98.13,2096,2096,true,SIN,Asia Pacific,Singapore,101,0.00
8.222.137.178,8080,8080,false,SIN,Asia Pacific,Singapore,100,0.00
47.236.121.23,2082,2082,false,SIN,Asia Pacific,Singapore,99,0.00
47.236.176.144,2053,2053,true,SIN,Asia Pacific,Singapore,91,0.00
8.219.185.191,2086,2086,false,SIN,Asia Pacific,Singapore,104,0.00
8.219.63.66,2052,2052,false,SIN,Asia Pacific,Singapore,91,0.00
47.236.123.133,2087,2087,true,SIN,Asia Pacific,Singapore,102,0.00
8.222.214.231,2096,2096,true,SIN,Asia Pacific,Singapore,101,0.00
8.222.188.56,8443,8443,true,SIN,Asia Pacific,Singapore,108,0.00
47.236.104.11,8443,8443,true,SIN,Asia Pacific,Singapore,94,0.00
47.236.150.13,2086,2086,false,SIN,Asia Pacific,Singapore,98,0.00
8.219.222.98,8080,8080,false,SIN,Asia Pacific,Singapore,97,0.00
47.236.7.246,80,80,false,HKG,Asia Pacific,Hong Kong,0,0.00
8.219.70.117,2087,2087,true,SIN,Asia Pacific,Singapore,98,0.00
8.222.181.139,443,443,true,HKG,Asia Pacific,Hong Kong,0,0.00
8.219.90.32,2083,2083,true,SIN,Asia Pacific,Singapore,100,0.00
47.236.144.208,2052,2052,false,SIN,Asia Pacific,Singapore,101,0.00
8.222.144.219,2095,2095,false,SIN,Asia Pacific,Singapore,103,0.00
8.222.129.32,2095,2095,false,SIN,Asia Pacific,Singapore,104,0.00
47.236.116.208,2096,2096,true,SIN,Asia Pacific,Singapore,102,0.00
47.236.119.253,8080,8080,false,SIN,Asia Pacific,Singapore,99,0.00
8.219.134.117,8443,8443,true,SIN,Asia Pacific,Singapore,137,0.00
8.219.145.245,8880,8880,false,SIN,Asia Pacific,Singapore,96,0.00
47.236.114.167,2096,2096,true,SIN,Asia Pacific,Singapore,108,0.00
47.236.166.131,2096,2096,true,SIN,Asia Pacific,Singapore,98,0.00
8.222.229.102,2095,2095,false,SIN,Asia Pacific,Singapore,114,0.00
47.236.174.206,2086,2086,false,SIN,Asia Pacific,Singapore,95,0.00
8.219.79.74,2082,2082,false,SIN,Asia Pacific,Singapore,96,0.00
8.219.249.38,2086,2086,false,SIN,Asia Pacific,Singapore,94,0.00
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,93,0.00
47.236.165.25,2082,2082,false,SIN,Asia Pacific,Singapore,99,0.00
8.222.180.86,2087,2087,true,SIN,Asia Pacific,Singapore,99,0.00
8.222.129.245,2096,2096,true,SIN,Asia Pacific,Singapore,96,0.00
8.222.168.155,8880,8880,false,SIN,Asia Pacific,Singapore,99,0.00
47.236.82.218,2053,2053,true,SIN,Asia Pacific,Singapore,103,0.00
47.236.173.200,80,80,false,HKG,Asia Pacific,Hong Kong,0,0.00
8.219.152.195,2052,2052,false,SIN,Asia Pacific,Singapore,93,0.00
47.236.7.246,2096,2096,true,SIN,Asia Pacific,Singapore,96,0.00
8.222.190.225,2052,2052,false,SIN,Asia Pacific,Singapore,100,0.00
8.222.169.182,80,80,false,HKG,Asia Pacific,Hong Kong,7,0.00
8.222.187.4,2052,2052,false,SIN,Asia Pacific,Singapore,89,0.00
8.219.161.129,80,80,false,HKG,Asia Pacific,Hong Kong,0,0.00
8.222.153.11,2052,2052,false,SIN,Asia Pacific,Singapore,172,0.00
8.222.168.234,80,80,false,HKG,Asia Pacific,Hong Kong,6,0.00
8.222.180.86,2095,2095,false,SIN,Asia Pacific,Singapore,111,0.00
47.236.71.226,2083,2083,true,SIN,Asia Pacific,Singapore,88,0.00
8.219.3.53,2087,2087,true,SIN,Asia Pacific,Singapore,88,0.00
8.222.134.170,2083,2083,true,SIN,Asia Pacific,Singapore,136,0.00
8.219.3.53,80,80,false,HKG,Asia Pacific,Hong Kong,1,0.00
47.236.145.85,2095,2095,false,SIN,Asia Pacific,Singapore,96,0.00
8.219.253.114,8443,8443,true,SIN,Asia Pacific,Singapore,94,0.00
8.222.175.78,8880,8880,false,SIN,Asia Pacific,Singapore,95,0.00
47.236.121.23,2052,2052,false,SIN,Asia Pacific,Singapore,106,0.00
47.236.10.100,2096,2096,true,SIN,Asia Pacific,Singapore,102,0.00
47.236.116.182,2053,2053,true,SIN,Asia Pacific,Singapore,101,0.00
47.236.169.236,2053,2053,true,SIN,Asia Pacific,Singapore,95,0.00
131.186.63.35,8880,8880,false,SIN,Asia Pacific,Singapore,179,0.00
8.222.160.176,8443,8443,true,SIN,Asia Pacific,Singapore,98,0.00
47.236.145.180,2096,2096,true,SIN,Asia Pacific,Singapore,100,0.00
8.222.213.221,80,80,false,HKG,Asia Pacific,Hong Kong,1,0.00
8.219.78.1,2083,2083,true,SIN,Asia Pacific,Singapore,94,0.00
8.219.99.169,80,80,false,HKG,Asia Pacific,Hong Kong,2,0.00
47.236.121.23,80,80,false,HKG,Asia Pacific,Hong Kong,10,0.00
43.163.3.63,443,443,true,HKG,Asia Pacific,Hong Kong,0,0.00
8.222.160.61,2083,2083,true,SIN,Asia Pacific,Singapore,95,0.00
8.222.131.102,8880,8880,false,SIN,Asia Pacific,Singapore,93,0.00
8.222.168.155,2083,2083,true,SIN,Asia Pacific,Singapore,98,0.00
8.219.3.53,2082,2082,false,SIN,Asia Pacific,Singapore,91,0.00
47.236.176.144,2087,2087,true,SIN,Asia Pacific,Singapore,101,0.00
8.222.168.155,2096,2096,true,SIN,Asia Pacific,Singapore,97,0.00
47.236.130.95,2083,2083,true,SIN,Asia Pacific,Singapore,94,0.00
8.222.187.4,8880,8880,false,SIN,Asia Pacific,Singapore,90,0.00
47.236.144.48,2053,2053,true,SIN,Asia Pacific,Singapore,102,0.00
47.236.82.218,8080,8080,false,SIN,Asia Pacific,Singapore,97,0.00
8.222.154.50,80,80,false,HKG,Asia Pacific,Hong Kong,2,0.00
47.236.97.254,2087,2087,true,SIN,Asia Pacific,Singapore,92,0.00
131.186.34.244,2082,2082,false,HKG,Asia Pacific,Hong Kong,169,0.00
8.219.101.138,8443,8443,true,SIN,Asia Pacific,Singapore,96,0.00
8.222.129.245,2086,2086,false,SIN,Asia Pacific,Singapore,93,0.00
47.236.169.164,2053,2053,true,SIN,Asia Pacific,Singapore,99,0.00
8.222.238.141,2053,2053,true,SIN,Asia Pacific,Singapore,102,0.00
8.219.77.222,8080,8080,false,SIN,Asia Pacific,Singapore,90,0.00
8.222.248.188,2095,2095,false,SIN,Asia Pacific,Singapore,98,0.00
